Louvain_cluster,Cluster_Label,Cluster_Index,Celltype,Stage
1368,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1369,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1370,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1371,S10-neuroectoderm,3,neuroectoderm,S10
1372,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1373,S10-neuroectoderm,3,neuroectoderm,S10
1374,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1375,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1376,S10-neuroectoderm,3,neuroectoderm,S10
1377,S10-neuroectoderm,3,neuroectoderm,S10
1378,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1379,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1380,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1381,S10-neuroectoderm,3,neuroectoderm,S10
1382,S10-neuroectoderm,3,neuroectoderm,S10
1383,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1384,S10-marginal zone,4,marginal zone,S10
1385,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1386,S10-neuroectoderm,3,neuroectoderm,S10
1387,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1388,S10-neuroectoderm,3,neuroectoderm,S10
1389,S10-neuroectoderm,3,neuroectoderm,S10
1390,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1391,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1392,S10-marginal zone,4,marginal zone,S10
1393,S10-neuroectoderm,3,neuroectoderm,S10
1394,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1395,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1396,S10-marginal zone,4,marginal zone,S10
1397,S10-neuroectoderm,3,neuroectoderm,S10
1398,S10-neuroectoderm,3,neuroectoderm,S10
1399,S10-neuroectoderm,3,neuroectoderm,S10
1400,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1401,S10-neuroectoderm,3,neuroectoderm,S10
1402,S10-marginal zone,4,marginal zone,S10
1403,S10-neuroectoderm,3,neuroectoderm,S10
1404,S10-neuroectoderm,3,neuroectoderm,S10
1405,S10-neuroectoderm,3,neuroectoderm,S10
1406,S10-neuroectoderm,3,neuroectoderm,S10
1407,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1408,S10-neuroectoderm,3,neuroectoderm,S10
1409,S10-neuroectoderm,3,neuroectoderm,S10
1410,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1411,S10-marginal zone,4,marginal zone,S10
1412,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1413,S10-neuroectoderm,3,neuroectoderm,S10
1414,S10-neuroectoderm,3,neuroectoderm,S10
1415,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1416,S10-neuroectoderm,3,neuroectoderm,S10
1417,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1418,S10-neuroectoderm,3,neuroectoderm,S10
1419,S10-neuroectoderm,3,neuroectoderm,S10
1420,S10-marginal zone,4,marginal zone,S10
1421,S10-marginal zone,4,marginal zone,S10
1422,S10-marginal zone,4,marginal zone,S10
1423,S10-marginal zone,4,marginal zone,S10
1424,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1425,S10-neuroectoderm,3,neuroectoderm,S10
1426,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1427,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1428,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1429,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1430,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1431,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1432,S10-neuroectoderm,3,neuroectoderm,S10
1433,S10-neuroectoderm,3,neuroectoderm,S10
1434,S10-neuroectoderm,3,neuroectoderm,S10
1435,S10-neuroectoderm,3,neuroectoderm,S10
1436,S10-neuroectoderm,3,neuroectoderm,S10
1437,S10-neuroectoderm,3,neuroectoderm,S10
1438,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1439,S10-marginal zone,4,marginal zone,S10
1440,S10-neuroectoderm,3,neuroectoderm,S10
1441,S10-neuroectoderm,3,neuroectoderm,S10
1442,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1443,S10-neuroectoderm,3,neuroectoderm,S10
1444,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1445,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1446,S10-neuroectoderm,3,neuroectoderm,S10
1447,S10-neuroectoderm,3,neuroectoderm,S10
1448,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1449,S10-marginal zone,4,marginal zone,S10
1450,S10-marginal zone,4,marginal zone,S10
1451,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1452,S10-neuroectoderm,3,neuroectoderm,S10
1453,S10-neuroectoderm,3,neuroectoderm,S10
1454,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1455,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1456,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1457,S10-neuroectoderm,3,neuroectoderm,S10
1458,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1459,S10-marginal zone,4,marginal zone,S10
1460,S10-marginal zone,4,marginal zone,S10
1461,S10-neuroectoderm,3,neuroectoderm,S10
1462,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1463,S10-neuroectoderm,3,neuroectoderm,S10
1464,S10-neuroectoderm,3,neuroectoderm,S10
1465,S10-marginal zone,4,marginal zone,S10
1466,S10-marginal zone,4,marginal zone,S10
1467,S10-neuroectoderm,3,neuroectoderm,S10
1468,S10-neuroectoderm,3,neuroectoderm,S10
1469,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1470,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1471,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1472,S10-neuroectoderm,3,neuroectoderm,S10
1473,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1474,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1475,S10-neuroectoderm,3,neuroectoderm,S10
1476,S10-marginal zone,4,marginal zone,S10
1477,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1478,S10-neuroectoderm,3,neuroectoderm,S10
1479,S10-neuroectoderm,3,neuroectoderm,S10
1480,S10-marginal zone,4,marginal zone,S10
1481,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1482,S10-neuroectoderm,3,neuroectoderm,S10
1483,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1484,S10-marginal zone,4,marginal zone,S10
1485,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1486,S10-marginal zone,4,marginal zone,S10
1487,S10-neuroectoderm,3,neuroectoderm,S10
1488,S10-neuroectoderm,3,neuroectoderm,S10
1489,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1490,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1491,S10-marginal zone,4,marginal zone,S10
1492,S10-neuroectoderm,3,neuroectoderm,S10
1493,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1494,S10-marginal zone,4,marginal zone,S10
1495,S10-neuroectoderm,3,neuroectoderm,S10
1496,S10-marginal zone,4,marginal zone,S10
1497,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1498,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1499,S10-neuroectoderm,3,neuroectoderm,S10
1500,S10-neuroectoderm,3,neuroectoderm,S10
1501,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1502,S10-neuroectoderm,3,neuroectoderm,S10
1503,S10-neuroectoderm,3,neuroectoderm,S10
1504,S10-neuroectoderm,3,neuroectoderm,S10
1505,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1506,S10-neuroectoderm,3,neuroectoderm,S10
1507,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1508,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1509,S10-neuroectoderm,3,neuroectoderm,S10
1510,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1511,S10-neuroectoderm,3,neuroectoderm,S10
1512,S10-neuroectoderm,3,neuroectoderm,S10
1513,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1514,S10-neuroectoderm,3,neuroectoderm,S10
1515,S10-marginal zone,4,marginal zone,S10
1516,S10-neuroectoderm,3,neuroectoderm,S10
1517,S10-marginal zone,4,marginal zone,S10
1518,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1519,S10-marginal zone,4,marginal zone,S10
1520,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1521,S10-neuroectoderm,3,neuroectoderm,S10
1522,S10-marginal zone,4,marginal zone,S10
1523,S10-neuroectoderm,3,neuroectoderm,S10
1524,S10-marginal zone,4,marginal zone,S10
1525,S10-neuroectoderm,3,neuroectoderm,S10
1526,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1527,S10-neuroectoderm,3,neuroectoderm,S10
1528,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1529,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1530,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1531,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1532,S10-neuroectoderm,3,neuroectoderm,S10
1533,S10-neuroectoderm,3,neuroectoderm,S10
1534,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1535,S10-neuroectoderm,3,neuroectoderm,S10
1536,S10-neuroectoderm,3,neuroectoderm,S10
1537,S10-marginal zone,4,marginal zone,S10
1538,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1539,S10-neuroectoderm,3,neuroectoderm,S10
1540,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1541,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1542,S10-neuroectoderm,3,neuroectoderm,S10
1543,S10-neuroectoderm,3,neuroectoderm,S10
1544,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1545,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1546,S10-marginal zone,4,marginal zone,S10
1547,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1548,S10-neuroectoderm,3,neuroectoderm,S10
1549,S10-neuroectoderm,3,neuroectoderm,S10
1550,S10-neuroectoderm,3,neuroectoderm,S10
1551,S10-neuroectoderm,3,neuroectoderm,S10
1552,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1553,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1554,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1555,S10-neuroectoderm,3,neuroectoderm,S10
1556,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1557,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1558,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1559,S10-marginal zone,4,marginal zone,S10
1560,S10-neuroectoderm,3,neuroectoderm,S10
1561,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1562,S10-marginal zone,4,marginal zone,S10
1563,S10-neuroectoderm,3,neuroectoderm,S10
1564,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1565,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1566,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1567,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1568,S10-neuroectoderm,3,neuroectoderm,S10
1569,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1570,S10-marginal zone,4,marginal zone,S10
1571,S10-neuroectoderm,3,neuroectoderm,S10
1572,S10-neuroectoderm,3,neuroectoderm,S10
1573,S10-neuroectoderm,3,neuroectoderm,S10
1574,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1575,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1576,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1577,S10-neuroectoderm,3,neuroectoderm,S10
1578,S10-neuroectoderm,3,neuroectoderm,S10
1579,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1580,S10-neuroectoderm,3,neuroectoderm,S10
1581,S10-neuroectoderm,3,neuroectoderm,S10
1582,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1583,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1584,S10-neuroectoderm,3,neuroectoderm,S10
1585,S10-marginal zone,4,marginal zone,S10
1586,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1587,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1588,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1589,S10-neuroectoderm,3,neuroectoderm,S10
1590,S10-marginal zone,4,marginal zone,S10
1591,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1592,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1593,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1594,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1595,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1596,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1597,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1598,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1599,S10-neuroectoderm,3,neuroectoderm,S10
1600,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1601,S10-neuroectoderm,3,neuroectoderm,S10
1602,S10-marginal zone,4,marginal zone,S10
1603,S10-marginal zone,4,marginal zone,S10
1604,S10-marginal zone,4,marginal zone,S10
1605,S10-neuroectoderm,3,neuroectoderm,S10
1606,S10-neuroectoderm,3,neuroectoderm,S10
1607,S10-neuroectoderm,3,neuroectoderm,S10
1608,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1609,S10-marginal zone,4,marginal zone,S10
1610,S10-marginal zone,4,marginal zone,S10
1611,S10-marginal zone,4,marginal zone,S10
1612,S10-neuroectoderm,3,neuroectoderm,S10
1613,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1614,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1615,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1616,S10-marginal zone,4,marginal zone,S10
1617,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1618,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1619,S10-neuroectoderm,3,neuroectoderm,S10
1620,S10-neuroectoderm,3,neuroectoderm,S10
1621,S10-neuroectoderm,3,neuroectoderm,S10
1622,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1623,S10-neuroectoderm,3,neuroectoderm,S10
1624,S10-neuroectoderm,3,neuroectoderm,S10
1625,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1626,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1627,S10-neuroectoderm,3,neuroectoderm,S10
1628,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1629,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1630,S10-neuroectoderm,3,neuroectoderm,S10
1631,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1632,S10-marginal zone,4,marginal zone,S10
1633,S10-marginal zone,4,marginal zone,S10
1634,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1635,S10-neuroectoderm,3,neuroectoderm,S10
1636,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1637,S10-marginal zone,4,marginal zone,S10
1638,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1639,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1640,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1641,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1642,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1643,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1644,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1645,S10-marginal zone,4,marginal zone,S10
1646,S10-marginal zone,4,marginal zone,S10
1647,S10-neuroectoderm,3,neuroectoderm,S10
1648,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1649,S10-marginal zone,4,marginal zone,S10
1650,S10-neuroectoderm,3,neuroectoderm,S10
1651,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1652,S10-marginal zone,4,marginal zone,S10
1653,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1654,S10-marginal zone,4,marginal zone,S10
1655,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1656,S10-neuroectoderm,3,neuroectoderm,S10
1657,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1658,S10-neuroectoderm,3,neuroectoderm,S10
1659,S10-marginal zone,4,marginal zone,S10
1660,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1661,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1662,S10-neuroectoderm,3,neuroectoderm,S10
1663,S10-neuroectoderm,3,neuroectoderm,S10
1664,S10-neuroectoderm,3,neuroectoderm,S10
1665,S10-marginal zone,4,marginal zone,S10
1666,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1667,S10-neuroectoderm,3,neuroectoderm,S10
1668,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1669,S10-neuroectoderm,3,neuroectoderm,S10
1670,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1671,S10-marginal zone,4,marginal zone,S10
1672,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1673,S10-neuroectoderm,3,neuroectoderm,S10
1674,S10-neuroectoderm,3,neuroectoderm,S10
1675,S10-neuroectoderm,3,neuroectoderm,S10
1676,S10-neuroectoderm,3,neuroectoderm,S10
1677,S10-marginal zone,4,marginal zone,S10
1678,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1679,S10-neuroectoderm,3,neuroectoderm,S10
1680,S10-marginal zone,4,marginal zone,S10
1681,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1682,S10-neuroectoderm,3,neuroectoderm,S10
1683,S10-neuroectoderm,3,neuroectoderm,S10
1684,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1685,S10-marginal zone,4,marginal zone,S10
1686,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1687,S10-neuroectoderm,3,neuroectoderm,S10
1688,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1689,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1690,S10-neuroectoderm,3,neuroectoderm,S10
1691,S10-marginal zone,4,marginal zone,S10
1692,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1693,S10-neuroectoderm,3,neuroectoderm,S10
1694,S10-neuroectoderm,3,neuroectoderm,S10
1695,S10-neuroectoderm,3,neuroectoderm,S10
1696,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1697,S10-neuroectoderm,3,neuroectoderm,S10
1698,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1699,S10-marginal zone,4,marginal zone,S10
1700,S10-marginal zone,4,marginal zone,S10
1701,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1702,S10-marginal zone,4,marginal zone,S10
1703,S10-neuroectoderm,3,neuroectoderm,S10
1704,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1705,S10-neuroectoderm,3,neuroectoderm,S10
1706,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1707,S10-neuroectoderm,3,neuroectoderm,S10
1708,S10-neuroectoderm,3,neuroectoderm,S10
1709,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1710,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1711,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1712,S10-neuroectoderm,3,neuroectoderm,S10
1713,S10-neuroectoderm,3,neuroectoderm,S10
1714,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1715,S10-neuroectoderm,3,neuroectoderm,S10
1716,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1717,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1718,S10-neuroectoderm,3,neuroectoderm,S10
1719,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1720,S10-neuroectoderm,3,neuroectoderm,S10
1721,S10-marginal zone,4,marginal zone,S10
1722,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1723,S10-marginal zone,4,marginal zone,S10
1724,S10-neuroectoderm,3,neuroectoderm,S10
1725,S10-marginal zone,4,marginal zone,S10
1726,S10-neuroectoderm,3,neuroectoderm,S10
1727,S10-neuroectoderm,3,neuroectoderm,S10
1728,S10-neuroectoderm,3,neuroectoderm,S10
1729,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1730,S10-neuroectoderm,3,neuroectoderm,S10
1731,S10-marginal zone,4,marginal zone,S10
1732,S10-neuroectoderm,3,neuroectoderm,S10
1733,S10-neuroectoderm,3,neuroectoderm,S10
1734,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1735,S10-neuroectoderm,3,neuroectoderm,S10
1736,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1737,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1738,S10-neuroectoderm,3,neuroectoderm,S10
1739,S10-neuroectoderm,3,neuroectoderm,S10
1740,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1741,S10-neuroectoderm,3,neuroectoderm,S10
1742,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1743,S10-neuroectoderm,3,neuroectoderm,S10
1744,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1745,S10-marginal zone,4,marginal zone,S10
1746,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1747,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1748,S10-neuroectoderm,3,neuroectoderm,S10
1749,S10-neuroectoderm,3,neuroectoderm,S10
1750,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1751,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1752,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1753,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1754,S10-neuroectoderm,3,neuroectoderm,S10
1755,S10-marginal zone,4,marginal zone,S10
1756,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1757,S10-marginal zone,4,marginal zone,S10
1758,S10-neuroectoderm,3,neuroectoderm,S10
1759,S10-neuroectoderm,3,neuroectoderm,S10
1760,S10-marginal zone,4,marginal zone,S10
1761,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1762,S10-marginal zone,4,marginal zone,S10
1763,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1764,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1765,S10-marginal zone,4,marginal zone,S10
1766,S10-neuroectoderm,3,neuroectoderm,S10
1767,S10-neuroectoderm,3,neuroectoderm,S10
1768,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1769,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1770,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1771,S10-neuroectoderm,3,neuroectoderm,S10
1772,S10-marginal zone,4,marginal zone,S10
1773,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1774,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1775,S10-marginal zone,4,marginal zone,S10
1776,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1777,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1778,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1779,S10-marginal zone,4,marginal zone,S10
1780,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1781,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1782,S10-marginal zone,4,marginal zone,S10
1783,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1784,S10-marginal zone,4,marginal zone,S10
1785,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1786,S10-neuroectoderm,3,neuroectoderm,S10
1787,S10-neuroectoderm,3,neuroectoderm,S10
1788,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1789,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1790,S10-neuroectoderm,3,neuroectoderm,S10
1791,S10-neuroectoderm,3,neuroectoderm,S10
1792,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1793,S10-neuroectoderm,3,neuroectoderm,S10
1794,S10-neuroectoderm,3,neuroectoderm,S10
1795,S10-neuroectoderm,3,neuroectoderm,S10
1796,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1797,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1798,S10-marginal zone,4,marginal zone,S10
1799,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1800,S10-marginal zone,4,marginal zone,S10
1801,S10-marginal zone,4,marginal zone,S10
1802,S10-neuroectoderm,3,neuroectoderm,S10
1803,S10-marginal zone,4,marginal zone,S10
1804,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1805,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1806,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1807,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1808,S10-marginal zone,4,marginal zone,S10
1809,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1810,S10-neuroectoderm,3,neuroectoderm,S10
1811,S10-marginal zone,4,marginal zone,S10
1812,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1813,S10-neuroectoderm,3,neuroectoderm,S10
1814,S10-neuroectoderm,3,neuroectoderm,S10
1815,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1816,S10-neuroectoderm,3,neuroectoderm,S10
1817,S10-marginal zone,4,marginal zone,S10
1818,S10-neuroectoderm,3,neuroectoderm,S10
1819,S10-marginal zone,4,marginal zone,S10
1820,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1821,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1822,S10-neuroectoderm,3,neuroectoderm,S10
1823,S10-neuroectoderm,3,neuroectoderm,S10
1824,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1825,S10-neuroectoderm,3,neuroectoderm,S10
1826,S10-marginal zone,4,marginal zone,S10
1827,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1828,S10-marginal zone,4,marginal zone,S10
1829,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
1830,S10-neuroectoderm,3,neuroectoderm,S10
1831,S10-neuroectoderm,3,neuroectoderm,S10
1832,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1833,S10-marginal zone,4,marginal zone,S10
1834,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1835,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1836,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1837,S10-neuroectoderm,3,neuroectoderm,S10
1838,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1839,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1840,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1841,S10-marginal zone,4,marginal zone,S10
1842,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1843,S10-neuroectoderm,3,neuroectoderm,S10
1844,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1845,S10-marginal zone,4,marginal zone,S10
1846,S10-marginal zone,4,marginal zone,S10
1847,S10-marginal zone,4,marginal zone,S10
1848,S10-marginal zone,4,marginal zone,S10
1849,S10-neuroectoderm,3,neuroectoderm,S10
1850,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1851,S10-neuroectoderm,3,neuroectoderm,S10
1852,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
1853,S10-marginal zone,4,marginal zone,S10
1854,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1855,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1856,S10-marginal zone,4,marginal zone,S10
1857,S10-non-neural ectoderm,1,non-neural ectoderm,S10
1858,S10-neuroectoderm,3,neuroectoderm,S10
1859,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
